category,date,Other deaths,COVID deaths
England,1,46.6,0
England,2,46.5,0
England,3,46.1,0
England,4,43,0
England,5,41.4,0
England,6,41.3,0
England,7,39.7,0
England,8,39.5,0
England,9,38.7,0
England,10,36.2,0
Wales,1,44.8557,0
Wales,2,41.3302,0
Wales,3,38.118,0
Wales,4,34.7941,0
Wales,5,34.3145,0
Wales,6,34.2496,0
Wales,7,32.537,0
Wales,8,35.1196,0
Wales,9,40.9767,0
Wales,10,34.9488,0
