areacd,value
E01009905,23
E01009906,52
E01009907,28
E01009908,16
E01009909,39
E01009910,43
E01009911,15
E01009912,51
E01009913,25
E01009914,9
E01009915,42
E01009916,31
E01009917,17
E01009918,15
E01009919,18
E01009920,42
E01009921,6
E01009922,7
E01009923,11
E01009924,4
E01009925,10
E01009926,4
E01009927,18
E01009928,13
E01009929,24
E01009930,8
E01009931,58
E01009932,55
E01009933,26
E01009934,39
E01009935,61
E01009936,26
E01009937,11
E01009938,20
E01009939,18
E01009940,24
E01009941,30
E01009942,30
E01009943,19
E01009944,19
E01009946,17
E01009947,57
E01009948,20
E01009949,20
E01009950,17
E01009951,35
E01009952,61
E01009953,68
E01009954,25
E01009955,43
E01009956,46
E01009957,43
E01009958,15
E01009959,19
E01009960,25
E01009961,10
E01009962,24
E01009963,18
E01009964,49
E01009965,38
E01009966,6
E01009967,44
E01009968,16
E01009969,40
E01009970,48
E01009971,38
E01009972,17
E01009973,42
E01009974,25
E01009975,19
E01009976,67
E01009977,43
E01009978,35
E01009979,50
E01009980,54
E01009981,32
E01009982,32
E01009983,24
E01009985,33
E01009986,37
E01009987,61
E01009988,70
E01009989,42
E01009991,61
E01009992,30
E01009993,45
E01009994,38
E01009995,20
E01009996,39
E01009997,42
E01009998,50
E01009999,39
E01010000,25
E01010001,40
E01010002,42
E01010003,27
E01010004,33
E01010005,29
E01010006,17
E01010007,36
E01010008,12
E01010009,31
E01010010,53
E01010011,22
E01010012,11
E01010013,19
E01010014,19
E01010015,38
E01010016,12
E01010017,50
E01010018,59
E01010019,35
E01010020,28
E01010021,32
E01010022,12
E01010023,24
E01010024,7
E01010025,44
E01010026,17
E01010027,7
E01010028,46
E01010029,44
E01010030,58
E01010031,50
E01010032,51
E01010033,41
E01010034,32
E01010035,15
E01010036,54
E01010037,67
E01010038,44
E01010039,56
E01010040,28
E01010041,38
E01010042,34
E01010043,19
E01010044,35
E01010045,23
E01010046,52
E01010047,31
E01010048,3
E01010049,36
E01010050,9
E01010051,13
E01010052,59
E01010053,61
E01010054,32
E01010055,5
E01010056,25
E01010057,40
E01010058,21
E01010059,38
E01010060,16
E01010061,15
E01010062,58
E01010063,47
E01010064,47
E01010065,74
E01010066,46
E01010067,38
E01010068,40
E01010069,61
E01010070,49
E01010071,36
E01010072,45
E01010073,54
E01010074,65
E01010075,30
E01010076,64
E01010077,45
E01010078,20
E01010079,24
E01010080,35
E01010081,21
E01010082,28
E01010083,31
E01010084,35
E01010085,23
E01010086,35
E01010087,17
E01010088,14
E01010089,45
E01010090,44
E01010091,34
E01010092,38
E01010093,65
E01010094,42
E01010095,59
E01010096,39
E01010097,29
E01010098,45
E01010099,30
E01010100,54
E01010101,55
E01010102,29
E01010103,43
E01010104,45
E01010105,31
E01010106,47
E01010107,48
E01010108,33
E01010109,46
E01010110,34
E01010111,46
E01010112,45
E01010113,36
E01010114,45
E01010115,34
E01010116,28
E01010117,25
E01010118,36
E01010119,8
E01010120,30
E01010121,11
E01010122,18
E01010123,31
E01010124,8
E01010125,66
E01010126,52
E01010127,55
E01010128,56
E01010129,50
E01010130,61
E01010131,65
E01010132,24
E01010133,21
E01010134,14
E01010135,25
E01010136,9
E01010137,40
E01010138,5
E01010139,47
E01010140,40
E01010141,44
E01010142,32
E01010143,51
E01010144,50
E01010145,41
E01010146,28
E01010147,63
E01010148,49
E01010149,39
E01010150,26
E01010151,29
E01010152,18
E01010153,51
E01010154,31
E01010155,35
E01010156,17
E01010157,5
E01010158,34
E01010159,4
E01010160,25
E01010161,14
E01010162,5
E01010163,15
E01010164,29
E01010165,43
E01010166,56
E01010167,26
E01010168,38
E01010169,32
E01010170,33
E01010171,45
E01010172,17
E01010173,26
E01010174,27
E01010175,35
E01010176,28
E01010177,28
E01010178,48
E01010179,41
E01010180,56
E01010181,69
E01010183,59
E01010184,51
E01010185,29
E01010186,31
E01010187,21
E01010188,34
E01010189,21
E01010190,27
E01010191,30
E01010192,38
E01010193,16
E01010194,22
E01010195,19
E01010196,14
E01010197,18
E01010198,40
E01010199,16
E01010200,43
E01010201,45
E01010202,14
E01010203,29
E01010204,44
E01010205,18
E01010206,7
E01010207,31
E01010208,10
E01010209,12
E01010210,19
E01010211,43
E01010212,25
E01010213,43
E01010214,23
E01010215,37
E01010216,29
E01010217,15
E01010218,38
E01010219,25
E01010220,7
E01010221,54
E01010222,22
E01010223,10
E01010225,4
E01010226,36
E01010227,32
E01010228,25
E01010229,19
E01010230,43
E01010231,19
E01010232,58
E01010233,57
E01010234,58
E01010235,28
E01010236,66
E01010237,47
E01010238,42
E01010239,46
E01010240,51
E01010241,49
E01010242,37
E01010243,35
E01010244,38
E01010245,25
E01010246,25
E01010247,32
E01010248,13
E01010249,58
E01010250,17
E01010251,32
E01010252,34
E01010253,33
E01010254,23
E01010255,17
E01010256,43
E01010257,14
E01010258,51
E01010259,19
E01010260,38
E01010261,29
E01010262,26
E01010263,24
E01010264,60
E01010265,47
E01010266,42
E01010267,47
E01010268,21
E01010269,25
E01010270,24
E01010271,69
E01010272,48
E01010273,67
E01010274,66
E01010275,69
E01010277,33
E01010279,54
E01010282,20
E01010283,56
E01010284,33
E01010285,23
E01010286,25
E01010287,41
E01010288,37
E01010289,35
E01010290,32
E01010291,45
E01010292,55
E01010293,49
E01010294,28
E01010295,38
E01010296,26
E01010297,15
E01010298,32
E01010299,39
E01010300,41
E01010301,40
E01010302,28
E01010303,32
E01010304,23
E01010305,24
E01010306,56
E01010307,28
E01010308,73
E01010309,51
E01010310,45
E01010311,73
E01010312,32
E01010313,21
E01010314,50
E01010315,67
E01010316,32
E01010317,20
E01010318,46
E01010319,23
E01010320,30
E01010321,21
E01010322,37
E01010323,30
E01010324,49
E01010325,37
E01010326,29
E01010327,13
E01010328,7
E01010329,19
E01010330,22
E01010331,11
E01010332,22
E01010333,17
E01010334,18
E01010335,56
E01010336,20
E01010337,31
E01010338,20
E01010339,12
E01010340,48
E01010341,23
E01010342,11
E01010343,16
E01010344,21
E01010345,18
E01010346,18
E01010347,20
E01010348,31
E01010349,41
E01010350,27
E01010351,38
E01010352,27
E01010353,34
E01010354,29
E01010355,17
E01010356,15
E01010357,70
E01010358,20
E01010359,15
E01010360,9
E01010361,13
E01010362,25
E01010363,79
E01010364,19
E01010365,67
E01010366,34
E01010367,13
E01010368,53
E01010369,38
E01010370,34
E01010371,64
E01010372,28
E01010373,13
E01010374,61
E01010375,45
E01010376,15
E01010377,43
E01010378,27
E01010379,21
E01010380,18
E01010381,28
E01010382,44
E01010383,51
E01010384,22
E01010385,18
E01010386,42
E01010387,14
E01010388,26
E01010389,25
E01010390,40
E01010391,38
E01010392,20
E01010393,21
E01010394,18
E01010395,19
E01010396,30
E01010397,36
E01010398,28
E01010399,31
E01010400,47
E01010401,36
E01010402,30
E01010403,56
E01010404,32
E01010405,29
E01010406,51
E01010407,41
E01010408,31
E01010409,31
E01010410,70
E01010411,52
E01010412,58
E01010413,55
E01010414,60
E01010415,57
E01010416,30
E01010417,52
E01010418,20
E01010419,65
E01010420,30
E01010421,35
E01010422,25
E01010423,32
E01010424,10
E01010425,24
E01010426,38
E01010427,15
E01010428,35
E01010429,26
E01010430,13
E01010431,5
E01010432,23
E01010433,49
E01010434,24
E01010435,79
E01010436,27
E01010437,18
E01010438,37
E01010439,38
E01010440,48
E01010441,15
E01010442,44
E01010443,34
E01010444,27
E01010445,29
E01010446,40
E01010447,57
E01010448,64
E01010449,50
E01010450,74
E01010451,55
E01010452,47
E01010453,75
E01010454,31
E01010455,66
E01010456,27
E01010457,29
E01010458,36
E01010459,9
E01010460,16
E01010461,13
E01010462,49
E01010463,37
E01010464,47
E01010465,4
E01010466,9
E01010467,18
E01010468,37
E01010469,16
E01010470,33
E01010471,48
E01010472,72
E01010473,71
E01010474,20
E01010475,11
E01010476,61
E01010477,39
E01010478,20
E01010479,15
E01010480,17
E01010481,36
E01010482,34
E01010483,61
E01010484,46
E01010485,58
E01010486,58
E01010487,9
E01010488,27
E01010489,48
E01010490,70
E01010491,33
E01010492,3
E01010493,24
E01010494,3
E01010495,37
E01010496,50
E01010497,23
E01010498,23
E01010499,10
E01010500,32
E01010501,33
E01010502,8
E01010503,34
E01010504,30
E01010505,8
E01010506,17
E01010507,11
E01010508,33
E01010509,31
E01010510,11
E01010511,28
E01010512,12
E01010513,25
E01010514,10
E01010515,7
E01010516,5
E01010517,22
E01010518,25
E01010519,24
E01010520,13
E01010521,59
E01010522,53
E01010523,12
E01010524,52
E01010525,52
E01010526,25
E01010527,41
E01010528,68
E01010529,31
E01010530,43
E01010531,38
E01010532,35
E01010533,46
E01010534,23
E01010535,53
E01010536,17
E01010537,14
E01010538,30
E01010539,20
E01010540,24
E01010541,75
E01010542,23
E01010543,73
E01010544,14
E01010545,3
E01010546,32
E01010547,30
E01010548,37
E01010549,21
E01010550,15
E01010551,27
E01010552,33
E01010553,12
E01010554,32
E01010555,43
E01010556,42
E01010557,25
E01010558,25
E01010559,50
E01010560,47
E01010561,24
E01010562,43
E01010563,59
E01010564,57
E01010565,23
E01010566,26
E01010567,40
E01010568,29
E01010569,34
E01010570,21
E01010571,55
E01010572,9
E01010573,44
E01010574,26
E01010575,25
E01010576,19
E01010577,13
E01010578,39
E01010579,18
E01010580,40
E01010581,34
E01010582,25
E01010583,36
E01010584,61
E01010585,56
E01010586,30
E01010587,45
E01010588,18
E01010589,19
E01010590,49
E01010591,47
E01010592,42
E01010593,33
E01010594,32
E01010595,46
E01010596,13
E01010597,31
E01010598,12
E01010599,17
E01010600,19
E01010601,25
E01010602,12
E01010603,14
E01010604,30
E01010605,48
E01010606,21
E01010607,17
E01010608,11
E01010609,22
E01010610,70
E01010611,40
E01010612,46
E01010613,10
E01010614,37
E01010615,12
E01010616,11
E01010617,64
E01010618,15
E01010619,4
E01010620,12
E01010621,2
E01010622,6
E01010623,31
E01010624,11
E01010625,32
E01010626,12
E01010627,6
E01010628,21
E01010629,34
E01010630,30
E01010631,33
E01010632,23
E01010633,19
E01010634,35
E01010635,39
E01010636,30
E01010637,19
E01010638,26
E01010639,43
E01010640,17
E01010641,24
E01010642,43
E01010643,30
E01010644,58
E01010645,64
E01010646,40
E01010647,27
E01010648,34
E01010649,37
E01010650,72
E01010651,18
E01010652,44
E01010653,56
E01010654,56
E01010655,18
E01010656,20
E01010657,14
E01010658,19
E01010659,31
E01010662,13
E01010663,15
E01010664,22
E01010665,14
E01010666,29
E01010667,15
E01010668,9
E01010669,10
E01010670,6
E01010671,21
E01010672,36
E01010673,6
E01010674,61
E01010675,17
E01010676,5
E01010677,65
E01010678,28
E01010679,26
E01010680,65
E01010681,40
E01010682,41
E01010683,62
E01010684,28
E01010685,37
E01010686,43
E01010687,34
E01010688,36
E01010689,40
E01010690,47
E01010691,39
E01010692,48
E01010693,24
E01010694,24
E01010695,47
E01010696,21
E01010697,29
E01010698,43
E01010699,58
E01010700,4
E01010701,18
E01010702,17
E01010703,18
E01010704,24
E01010705,18
E01010706,17
E01010707,23
E01010708,7
E01010709,33
E01010710,17
E01010711,47
E01010712,2
E01010713,44
E01010714,15
E01010715,29
E01010716,46
E01010717,42
E01010718,34
E01010719,10
E01010720,25
E01010721,58
E01010722,39
E01010723,3
E01010724,32
E01010725,15
E01010726,9
E01010727,24
E01010728,6
E01010729,12
E01010730,67
E01010731,28
E01010732,37
E01010733,31
E01010734,2
E01010735,26
E01010736,15
E01010737,24
E01010738,10
E01010739,21
E01010740,19
E01010741,14
E01010742,18
E01010743,36
E01010744,11
E01010745,11
E01010746,42
E01010747,27
E01010748,47
E01010749,24
E01010750,19
E01010751,34
E01010752,36
E01010753,19
E01010754,24
E01010755,49
E01010756,42
E01010758,25
E01010759,31
E01010760,44
E01010761,37
E01010762,17
E01010763,16
E01010764,29
E01010765,44
E01010766,28
E01010767,25
E01010768,24
E01010769,28
E01010770,47
E01010771,29
E01010772,28
E01010773,29
E01010774,25
E01010775,23
E01010776,29
E01010777,51
E01010778,41
E01010779,45
E01010781,20
E01010782,50
E01010783,23
E01010784,15
E01010785,14
E01010786,26
E01010787,25
E01010788,11
E01010789,15
E01010790,10
E01010791,9
E01010792,16
E01010793,7
E01010794,36
E01010795,43
E01010796,45
E01010797,29
E01010798,32
E01010799,14
E01010800,26
E01010801,11
E01010802,57
E01010803,5
E01010804,3
E01010805,17
E01010806,32
E01010807,43
E01010808,7
E01010809,2
E01010810,13
E01010811,8
E01010812,13
E01010813,28
E01010814,24
E01010815,54
E01010816,28
E01010817,57
E01010818,42
E01010819,36
E01010820,26
E01010821,53
E01010822,36
E01010824,48
E01010825,30
E01010826,42
E01010827,14
E01010828,30
E01010829,24
E01010830,24
E01010831,32
E01010832,36
E01010833,23
E01010834,44
E01010835,1
E01010836,3
E01010837,1
E01010838,5
E01010839,19
E01010840,25
E01010841,11
E01010842,53
E01010843,13
E01010845,50
E01010846,35
E01010847,11
E01010848,11
E01010849,10
E01010850,19
E01010851,11
E01010852,19
E01010853,15
E01010854,32
E01010855,28
E01010856,32
E01010857,34
E01010858,27
E01010859,42
E01010860,33
E01010861,15
E01010862,38
E01010863,18
E01010864,40
E01010865,29
E01010866,10
E01010867,51
E01010868,42
E01010869,28
E01010870,25
E01010871,31
E01010872,41
E01010873,17
E01010874,44
E01010875,16
E01010876,15
E01010877,31
E01010878,33
E01010879,24
E01010880,52
E01010881,29
E01010882,38
E01010883,20
E01010884,42
E01010885,26
E01010886,32
E01010887,16
E01010888,26
E01010889,56
E01010890,44
E01010891,48
E01010892,24
E01010893,19
E01010894,26
E01010895,44
E01010896,27
E01010897,32
E01010898,41
E01010899,26
E01010900,24
E01010901,38
E01010902,44
E01010903,26
E01010904,46
E01010905,47
E01010906,18
E01010907,33
E01010908,49
E01010909,47
E01010910,40
E01010911,36
E01010912,45
E01010913,19
E01010914,41
E01010915,36
E01010916,36
E01010917,15
E01010918,20
E01010919,38
E01010920,22
E01010921,40
E01010922,18
E01010923,36
E01010924,50
E01010925,36
E01010926,41
E01010927,60
E01010928,45
E01010929,23
E01010930,20
E01010931,26
E01010932,21
E01010933,34
E01010934,32
E01010935,14
E01010936,43
E01010937,20
E01010938,48
E01010939,24
E01010940,25
E01010941,14
E01010942,46
E01010943,33
E01010944,26
E01010945,28
E01010946,15
E01010947,20
E01010948,31
E01010949,36
E01010950,38
E01010951,25
E01010952,28
E01010953,31
E01010954,55
E01010955,31
E01010956,24
E01010957,19
E01010958,33
E01010959,27
E01010960,3
E01010961,9
E01010964,37
E01010965,34
E01010966,30
E01010967,53
E01010968,35
E01010969,33
E01010970,23
E01010971,26
E01010972,16
E01010973,41
E01010974,18
E01010975,40
E01010976,31
E01010977,46
E01010978,28
E01010979,62
E01010980,23
E01010981,34
E01010982,12
E01010983,19
E01010984,17
E01010985,39
E01010986,36
E01010987,40
E01010988,29
E01010989,32
E01010990,35
E01010991,21
E01010992,35
E01010993,33
E01010994,41
E01010995,6
E01010996,3
E01010997,11
E01010998,19
E01010999,6
E01011000,11
E01011001,10
E01011002,5
E01011003,16
E01011004,47
E01011005,14
E01011006,30
E01011007,31
E01011008,21
E01011009,22
E01011010,27
E01011011,30
E01011012,46
E01011013,17
E01011014,39
E01011015,52
E01011016,23
E01011017,23
E01011018,18
E01011019,13
E01011020,61
E01011021,16
E01011022,15
E01011023,22
E01011024,41
E01011025,33
E01011026,36
E01011027,33
E01011028,31
E01011029,62
E01011030,44
E01011031,45
E01011032,51
E01011033,27
E01011034,27
E01011035,39
E01011036,37
E01011037,49
E01011038,49
E01011039,30
E01011040,9
E01011041,7
E01011042,25
E01011043,42
E01011044,27
E01011045,32
E01011046,18
E01011047,13
E01011048,54
E01011049,46
E01011050,26
E01011051,46
E01011052,46
E01011053,22
E01011054,25
E01011055,24
E01011056,28
E01011057,54
E01011058,21
E01011059,65
E01011060,53
E01011061,59
E01011062,54
E01011063,39
E01011064,24
E01011065,38
E01011066,41
E01011067,46
E01011068,25
E01011069,27
E01011070,23
E01011071,45
E01011072,40
E01011073,38
E01011074,36
E01011075,22
E01011076,23
E01011077,25
E01011078,34
E01011079,23
E01011080,4
E01011081,27
E01011082,6
E01011083,16
E01011084,45
E01011085,22
E01011086,15
E01011087,37
E01011088,16
E01011089,27
E01011090,39
E01011091,24
E01011092,23
E01011093,62
E01011094,50
E01011095,20
E01011096,22
E01011097,33
E01011098,30
E01011099,28
E01011100,41
E01011101,50
E01011102,30
E01011103,37
E01011104,47
E01011105,79
E01011106,39
E01011107,40
E01011108,24
E01011109,52
E01011110,29
E01011111,52
E01011112,35
E01011113,35
E01011114,42
E01011115,37
E01011116,38
E01011117,38
E01011118,27
E01011119,30
E01011120,15
E01011121,47
E01011122,64
E01011123,42
E01011124,55
E01011125,52
E01011126,66
E01011127,12
E01011128,50
E01011129,24
E01011130,57
E01011132,49
E01011133,36
E01011134,54
E01011136,55
E01011137,48
E01011138,67
E01011139,30
E01011140,50
E01011141,21
E01011142,33
E01011143,44
E01011144,43
E01011145,30
E01011146,34
E01011147,41
E01011148,62
E01011149,26
E01011150,39
E01011151,23
E01011152,35
E01011153,16
E01011154,37
E01011155,50
E01011156,39
E01011157,36
E01011158,42
E01011159,35
E01011160,28
E01011161,23
E01011162,25
E01011163,53
E01011164,30
E01011165,32
E01011166,26
E01011167,40
E01011168,27
E01011169,28
E01011170,41
E01011171,20
E01011172,51
E01011173,18
E01011174,30
E01011175,56
E01011176,31
E01011177,49
E01011178,39
E01011179,28
E01011180,37
E01011181,28
E01011182,28
E01011183,52
E01011184,29
E01011185,33
E01011186,49
E01011187,36
E01011188,35
E01011189,44
E01011190,28
E01011191,27
E01011192,40
E01011193,59
E01011194,15
E01011195,36
E01011196,48
E01011197,28
E01011198,26
E01011199,34
E01011200,57
E01011201,53
E01011202,31
E01011203,51
E01011204,17
E01011205,29
E01011206,29
E01011207,27
E01011208,39
E01011209,74
E01011210,50
E01011211,53
E01011212,41
E01011213,22
E01011214,35
E01011215,69
E01011216,34
E01011217,27
E01011218,28
E01011219,32
E01011220,61
E01011221,28
E01011222,46
E01011223,33
E01011224,43
E01011225,25
E01011226,18
E01011227,61
E01011228,17
E01011229,71
E01011230,20
E01011231,14
E01011232,38
E01011233,14
E01011234,31
E01011235,46
E01011236,45
E01011237,19
E01011238,18
E01011239,23
E01011240,26
E01011241,29
E01011242,49
E01011243,29
E01011244,58
E01011245,27
E01011246,32
E01011247,51
E01011248,53
E01011249,45
E01011250,54
E01011251,56
E01011252,30
E01011253,40
E01011254,20
E01011255,49
E01011256,36
E01011257,10
E01011258,6
E01011259,64
E01011260,34
E01011261,40
E01011262,45
E01011263,34
E01011264,20
E01011265,58
E01011266,64
E01011267,54
E01011268,39
E01011269,44
E01011270,13
E01011271,44
E01011272,18
E01011273,26
E01011274,50
E01011275,27
E01011276,35
E01011277,25
E01011278,18
E01011279,23
E01011280,51
E01011281,65
E01011282,32
E01011283,41
E01011284,22
E01011286,33
E01011287,36
E01011292,56
E01011293,20
E01011294,47
E01011295,32
E01011296,23
E01011297,43
E01011298,46
E01011299,73
E01011300,30
E01011301,28
E01011302,55
E01011303,21
E01011304,41
E01011305,20
E01011306,13
E01011307,48
E01011308,31
E01011309,21
E01011310,38
E01011311,24
E01011312,23
E01011313,8
E01011314,10
E01011315,19
E01011316,8
E01011317,60
E01011318,62
E01011319,12
E01011320,14
E01011321,49
E01011322,26
E01011323,41
E01011324,46
E01011325,44
E01011326,41
E01011327,41
E01011328,47
E01011329,19
E01011330,33
E01011331,29
E01011332,58
E01011333,24
E01011334,27
E01011335,39
E01011336,48
E01011337,71
E01011338,36
E01011339,43
E01011340,41
E01011341,63
E01011342,47
E01011343,65
E01011344,14
E01011345,50
E01011346,39
E01011347,9
E01011348,32
E01011349,43
E01011350,20
E01011351,40
E01011352,39
E01011353,42
E01011354,38
E01011355,55
E01011356,35
E01011357,43
E01011358,37
E01011359,24
E01011360,27
E01011361,46
E01011362,39
E01011363,63
E01011364,71
E01011366,15
E01011368,19
E01011369,34
E01011370,20
E01011371,71
E01011372,43
E01011373,29
E01011374,14
E01011375,8
E01011376,25
E01011377,15
E01011378,34
E01011379,33
E01011380,27
E01011381,26
E01011382,31
E01011383,12
E01011384,29
E01011385,24
E01011386,34
E01011388,48
E01011390,32
E01011391,28
E01011392,58
E01011393,58
E01011394,23
E01011395,19
E01011396,46
E01011397,16
E01011398,19
E01011399,23
E01011400,22
E01011401,45
E01011402,41
E01011403,53
E01011404,28
E01011405,31
E01011406,14
E01011407,24
E01011408,17
E01011409,8
E01011410,60
E01011411,38
E01011412,44
E01011413,11
E01011414,20
E01011415,23
E01011416,15
E01011417,22
E01011418,30
E01011419,23
E01011420,8
E01011421,29
E01011422,7
E01011423,36
E01011424,36
E01011425,15
E01011426,7
E01011427,39
E01011428,10
E01011429,22
E01011430,8
E01011431,51
E01011432,3
E01011433,3
E01011434,2
E01011435,18
E01011440,33
E01011441,31
E01011442,32
E01011443,49
E01011444,38
E01011445,23
E01011446,7
E01011447,7
E01011448,41
E01011449,13
E01011450,29
E01011451,34
E01011452,29
E01011453,31
E01011454,13
E01011455,12
E01011456,24
E01011457,25
E01011458,70
E01011459,25
E01011460,31
E01011461,12
E01011462,35
E01011463,49
E01011464,38
E01011465,45
E01011466,38
E01011467,56
E01011468,69
E01011469,34
E01011470,34
E01011471,44
E01011472,44
E01011473,47
E01011474,54
E01011475,57
E01011476,51
E01011477,45
E01011478,13
E01011479,3
E01011480,22
E01011481,37
E01011482,15
E01011483,36
E01011484,48
E01011485,45
E01011488,21
E01011489,39
E01011490,64
E01011491,34
E01011492,82
E01011493,29
E01011494,68
E01011496,25
E01011497,55
E01011499,75
E01011500,34
E01011502,35
E01011504,42
E01011505,23
E01011506,15
E01011507,7
E01011508,16
E01011509,32
E01011510,49
E01011511,29
E01011512,32
E01011513,38
E01011514,20
E01011515,34
E01011516,13
E01011517,31
E01011518,51
E01011519,33
E01011520,21
E01011521,48
E01011522,24
E01011523,41
E01011524,22
E01011525,34
E01011526,31
E01011527,20
E01011528,33
E01011529,44
E01011530,42
E01011531,44
E01011532,49
E01011533,42
E01011534,68
E01011535,37
E01011536,31
E01011537,31
E01011538,40
E01011540,70
E01011541,53
E01011545,26
E01011546,43
E01011547,44
E01011548,33
E01011549,12
E01011550,28
E01011551,33
E01011552,39
E01011553,18
E01011554,18
E01011555,18
E01011556,24
E01011557,26
E01011558,33
E01011559,36
E01011560,24
E01011561,18
E01011562,16
E01011563,48
E01011564,18
E01011565,16
E01011566,23
E01011567,17
E01011568,45
E01011569,42
E01011570,29
E01011571,23
E01011572,26
E01011573,14
E01011574,26
E01011576,16
E01011578,20
E01011579,28
E01011580,31
E01011581,44
E01011582,30
E01011583,32
E01011584,61
E01011585,39
E01011586,40
E01011587,20
E01011588,36
E01011589,21
E01011590,19
E01011591,38
E01011592,36
E01011593,52
E01011594,38
E01011595,15
E01011596,34
E01011597,14
E01011598,18
E01011599,30
E01011600,30
E01011601,34
E01011602,60
E01011603,35
E01011604,28
E01011605,37
E01011606,42
E01011607,33
E01011608,29
E01011609,39
E01011610,27
E01011611,41
E01011612,42
E01011613,56
E01011614,43
E01011615,10
E01011616,43
E01011617,18
E01011618,2
E01011620,23
E01011621,35
E01011622,61
E01011623,26
E01011624,45
E01011625,9
E01011626,58
E01011627,32
E01011628,16
E01011629,40
E01011630,54
E01011632,34
E01011633,36
E01011634,38
E01011635,37
E01011636,38
E01011637,36
E01011638,27
E01011639,33
E01011641,18
E01011642,19
E01011643,33
E01011644,13
E01011645,24
E01011646,19
E01011647,15
E01011648,8
E01011649,16
E01011650,30
E01011651,21
E01011652,10
E01011653,32
E01011654,12
E01011655,43
E01011656,45
E01011657,50
E01011658,46
E01011659,37
E01011660,48
E01011661,35
E01011662,39
E01011663,71
E01011664,53
E01011665,40
E01011666,11
E01011667,51
E01011668,32
E01011669,21
E01011670,60
E01011671,37
E01011673,15
E01011677,6
E01011678,56
E01011681,58
E01011684,12
E01011685,66
E01011686,33
E01011687,19
E01011688,20
E01011689,31
E01011690,41
E01011691,57
E01011692,36
E01011693,17
E01011694,14
E01011695,28
E01011696,19
E01011697,53
E01011698,22
E01011699,19
E01011700,53
E01011701,41
E01011702,59
E01011703,13
E01011704,60
E01011705,40
E01011706,20
E01011707,29
E01011708,27
E01011709,56
E01011710,34
E01011711,32
E01011712,23
E01011713,31
E01011714,57
E01011715,38
E01011716,26
E01011717,42
E01011718,69
E01011719,25
E01011720,36
E01011721,16
E01011722,63
E01011723,48
E01011724,50
E01011725,24
E01011726,36
E01011727,33
E01011728,18
E01011729,43
E01011730,38
E01011731,17
E01011732,40
E01011733,30
E01011734,59
E01011735,38
E01011736,24
E01011737,26
E01011738,19
E01011739,59
E01011740,22
E01011741,20
E01011742,29
E01011743,24
E01011744,30
E01011745,18
E01011746,58
E01011747,29
E01011748,22
E01011749,57
E01011750,16
E01011751,18
E01011752,44
E01011753,13
E01011754,10
E01011755,42
E01011756,45
E01011757,54
E01011758,71
E01011759,29
E01011760,64
E01011761,60
E01011762,20
E01011763,37
E01011764,42
E01011765,55
E01011766,34
E01011767,24
E01011768,17
E01011769,76
E01011770,24
E01011771,40
E01011772,25
E01011773,23
E01011774,31
E01011775,79
E01011776,26
E01011777,21
E01011778,31
E01011779,24
E01011780,35
E01011781,57
E01011782,40
E01011783,55
E01011784,32
E01011785,74
E01011786,27
E01011787,43
E01011788,37
E01011789,40
E01011790,29
E01011791,11
E01011792,23
E01011793,25
E01011794,18
E01011795,24
E01011796,47
E01011797,36
E01011798,32
E01011799,36
E01011800,35
E01011801,25
E01011802,22
E01011803,56
E01011804,46
E01011805,45
E01011806,34
E01011807,39
E01011808,47
E01011809,50
E01011810,27
E01011811,40
E01011812,35
E01011813,53
E01011814,33
E01011815,14
E01011816,19
E01011817,35
E01011818,22
E01011819,42
E01011820,32
E01011821,51
E01011822,26
E01011823,29
E01011824,41
E01011825,38
E01011826,26
E01011827,17
E01011828,30
E01011829,27
E01011830,55
E01011831,43
E01011832,23
E01011833,38
E01011834,51
E01011835,63
E01011836,33
E01011837,46
E01011838,56
E01011839,67
E01011840,65
E01011841,59
E01011842,33
E01011843,33
E01011844,43
E01011845,55
E01011846,23
E01011847,15
E01011848,15
E01011849,21
E01011850,34
E01011851,33
E01011852,38
E01011853,19
E01011854,65
E01011855,30
E01011856,19
E01011857,19
E01011858,28
E01011859,18
E01011860,21
E01011861,40
E01011862,60
E01011863,37
E01011864,51
E01011865,25
E01011866,29
E01011867,31
E01011868,52
E01011869,27
E01011870,33
E01011871,29
E01011872,25
E01011873,58
E01011874,25
E01011875,30
E01011876,68
E01011877,19
E01011878,24
E01011879,21
E01011880,36
E01011881,32
E01011882,13
E01011883,42
E01011884,67
E01011885,34
E01011886,59
E01011887,74
E01011888,30
E01011889,50
E01011890,38
E01011891,20
E01011892,38
E01011893,18
E01011894,18
E01011895,16
E01011896,26
E01011897,36
E01011898,48
E01011899,34
E01011900,44
E01011901,24
E01011902,39
E01011903,49
E01011904,33
E01011905,27
E01011906,42
E01011907,34
E01011908,48
E01011909,21
E01011910,34
E01011911,23
E01011912,48
E01011913,23
E01011914,39
E01011915,26
E01011916,53
E01011917,25
E01011918,65
E01011919,38
E01011920,59
E01011921,10
E01011922,29
E01011923,25
E01011924,34
E01011925,30
E01011926,27
E01011927,21
E01011928,19
E01011929,45
E01011930,33
E01011931,19
E01011932,42
E01011933,28
E01011934,36
E01011935,64
E01011936,19
E01011937,18
E01011938,24
E01011939,13
E01011940,31
E01011941,32
E01011942,32
E01011943,44
E01011944,17
E01011945,38
E01011946,17
E01011947,16
E01011948,25
E01011949,22
E01011950,13
E01011951,20
E01011952,32
E01011953,26
E01011954,32
E01011955,41
E01011957,37
E01011959,65
E01011960,15
