areacd,value
E01000658,21
E01000659,27
E01000661,85
E01000662,20
E01000663,28
E01000664,23
E01000665,26
E01000666,36
E01000667,24
E01000668,57
E01000669,20
E01000670,59
E01000671,70
E01000672,42
E01000673,22
E01000674,42
E01000675,60
E01000676,50
E01000677,33
E01000678,40
E01000679,14
E01000680,31
E01000681,17
E01000682,5
E01000683,37
E01000684,22
E01000685,25
E01000686,31
E01000687,18
E01000688,34
E01000689,34
E01000690,14
E01000691,33
E01000692,12
E01000693,42
E01000694,55
E01000695,15
E01000696,27
E01000697,32
E01000698,18
E01000699,30
E01000700,30
E01000701,29
E01000702,34
E01000703,45
E01000704,29
E01000705,28
E01000706,38
E01000707,9
E01000708,48
E01000709,50
E01000710,65
E01000711,52
E01000712,48
E01000713,49
E01000714,53
E01000715,46
E01000716,39
E01000717,43
E01000718,51
E01000719,51
E01000720,49
E01000721,64
E01000722,31
E01000723,10
E01000724,41
E01000725,37
E01000726,18
E01000727,42
E01000728,31
E01000729,49
E01000730,43
E01000731,20
E01000732,20
E01000733,20
E01000734,15
E01000735,28
E01000736,26
E01000737,35
E01000738,24
E01000739,38
E01000740,67
E01000741,48
E01000742,42
E01000743,57
E01000744,58
E01000745,44
E01000746,41
E01000747,53
E01000748,22
E01000749,22
E01000750,67
E01000751,50
E01000752,27
E01000753,13
E01000754,25
E01000755,18
E01000756,21
E01000757,8
E01000758,18
E01000759,13
E01000760,24
E01000761,7
E01000762,30
E01000763,13
E01000764,30
E01000765,22
E01000766,5
E01000767,12
E01000768,28
E01000769,25
E01000770,37
E01000771,9
E01000772,45
E01000773,34
E01000774,21
E01000775,46
E01000777,13
E01000778,27
E01000779,27
E01000780,39
E01000781,43
E01000782,40
E01000783,24
E01000784,16
E01000785,35
E01000786,19
E01000787,31
E01000788,15
E01000789,57
E01000790,65
E01000791,13
E01000792,44
E01000793,8
E01000794,8
E01000795,30
E01000796,50
E01000797,36
E01000798,51
E01000799,40
E01000800,43
E01000801,48
E01000802,32
E01000803,35
E01000804,15
E01000805,48
E01000806,44
E01000807,16
E01000808,22
E01000809,9
E01000810,6
E01000811,8
E01000812,24
E01000813,13
E01000814,8
E01000815,0
E01000816,10
E01000818,32
E01000819,43
E01000820,56
E01000822,31
E01000823,25
E01000824,45
E01000825,38
E01000826,10
E01000827,42
E01000828,40
E01000829,29
E01000830,10
E01000831,46
E01000832,22
E01000833,5
E01000834,4
E01000835,27
E01000836,5
E01000837,34
E01000838,9
E01000839,19
E01000840,31
E01000841,36
E01000842,32
E01000843,38
E01000844,23
E01000845,40
E01000846,56
E01000847,62
E01000848,33
E01000849,37
E01000850,51
E01000851,55
E01000852,52
E01000853,50
E01000854,73
E01000855,64
E01000856,64
E01000857,41
E01000858,77
E01000859,31
E01000860,43
E01000861,39
E01000862,57
E01000863,68
E01000864,37
E01000865,29
E01000866,45
E01000867,72
E01000868,68
E01000869,55
E01000870,26
E01000871,40
E01000872,45
E01000873,28
E01000874,24
E01000875,47
E01000876,50
E01000877,33
E01000878,77
E01000879,27
E01000880,24
E01000881,30
E01000882,34
E01000883,48
E01000884,29
E01000885,37
E01000886,20
E01000887,40
E01000888,30
E01000889,56
E01000890,38
E01000891,55
E01000892,49
E01000893,18
E01000894,20
E01000895,20
E01000896,22
E01000897,30
E01000898,77
E01000899,31
E01000900,37
E01000901,63
E01000902,48
E01000903,33
E01000904,58
E01000905,51
E01000906,43
E01000907,50
E01000908,43
E01000909,24
E01000910,23
E01000911,31
E01000912,41
E01000913,20
E01000914,59
E01000915,39
E01000916,68
E01000917,58
E01000918,47
E01000919,66
E01000920,58
E01000921,47
E01000922,58
E01000923,27
E01000924,34
E01000925,44
E01000926,45
E01000927,41
E01000928,48
E01000929,64
E01000930,67
E01000931,56
E01000932,35
E01000933,24
E01000934,51
E01000935,43
E01000936,50
E01000937,70
E01000938,56
E01000939,73
E01000940,62
E01000941,47
E01000942,61
E01000943,62
E01000944,65
E01000945,81
E01000946,66
E01000947,56
E01000948,42
E01000949,69
E01000950,63
E01000951,63
E01000952,22
E01000953,77
E01000954,53
E01000955,30
E01000956,52
E01000957,77
E01000958,82
E01000959,48
E01000960,44
E01000961,52
E01000962,29
E01000963,49
E01000964,33
E01000965,44
E01000966,25
E01000967,48
E01000968,32
E01000969,28
E01000970,34
E01000971,34
E01000972,50
E01000973,68
E01000974,41
E01000975,74
E01000976,30
E01000977,49
E01000978,33
E01000979,41
E01000980,29
E01000981,16
E01000982,36
E01000983,34
E01000984,46
E01000985,32
E01000986,45
E01000987,6
E01000989,15
E01000990,26
E01000991,23
E01000992,42
E01000993,25
E01000994,21
E01000995,18
E01000996,9
E01000997,37
E01000998,30
E01000999,11
E01001000,35
E01001001,34
E01001002,31
E01001003,38
E01001004,70
E01001005,39
E01001006,73
E01001007,17
E01001008,8
E01001009,49
E01001010,44
E01001011,71
E01001012,52
E01001013,49
E01001014,86
E01001015,48
E01001016,10
E01001017,9
E01001018,19
E01001019,17
E01001020,13
E01001021,43
E01001022,17
E01001023,77
E01001024,11
E01001025,11
E01001026,30
E01001027,75
E01001028,24
E01001029,60
E01001030,27
E01001031,21
E01001032,21
E01001033,26
E01001034,27
E01001035,50
E01001036,34
E01001037,49
E01001038,63
E01001039,24
E01001040,37
E01001041,38
E01001042,53
E01001043,63
E01001044,35
E01001045,91
E01001046,32
E01001047,52
E01001048,85
E01001049,27
E01001050,53
E01001051,49
E01001052,27
E01001053,27
E01001054,31
E01001055,37
E01001056,47
E01001057,40
E01001058,26
E01001059,30
E01001060,24
E01001061,24
E01001062,26
E01001063,7
E01001064,18
E01001065,26
E01001066,46
E01001067,16
E01001068,44
E01001069,24
E01001070,20
E01001071,29
E01001072,26
E01001073,37
E01001074,59
E01001075,28
E01001076,26
E01001077,19
E01001078,40
E01001079,29
E01001080,44
E01001081,30
E01001082,28
E01001083,11
E01001084,23
E01001085,30
E01001086,17
E01001087,67
E01001088,9
E01001089,30
E01001090,49
E01001091,19
E01001092,65
E01001093,41
E01001094,37
E01001095,37
E01001096,25
E01001097,65
E01001098,28
E01001099,47
E01001100,23
E01001101,8
E01001102,38
E01001103,24
E01001104,16
E01001105,25
E01001106,29
E01001107,39
E01001108,17
E01001109,52
E01001110,64
E01001111,27
E01001112,62
E01001113,37
E01001114,45
E01001115,50
E01001116,36
E01001117,58
E01001118,55
E01001119,11
E01001120,17
E01001121,39
E01001122,17
E01001123,7
E01001124,17
E01001125,18
E01001126,16
E01001127,7
E01001128,35
E01001129,6
E01001130,40
E01001131,29
E01001132,33
E01001133,31
E01001134,29
E01001135,15
E01001136,56
E01001137,47
E01001138,34
E01001139,30
E01001140,28
E01001141,34
E01001142,50
E01001143,41
E01001144,41
E01001145,47
E01001146,23
E01001147,43
E01001148,33
E01001149,29
E01001150,34
E01001151,42
E01001152,56
E01001153,21
E01001154,32
E01001155,63
E01001156,39
E01001157,25
E01001158,32
E01001159,35
E01001160,13
E01001161,26
E01001162,46
E01001163,34
E01001164,41
E01001165,44
E01001166,46
E01001167,45
E01001168,29
E01001169,15
E01001170,44
E01001171,36
E01001172,40
E01001173,63
E01001174,11
E01001175,35
E01001176,45
E01001177,31
E01001178,47
E01001179,13
E01001180,26
E01001181,65
E01001182,17
E01001183,49
E01001184,23
E01001185,25
E01001186,51
E01001187,33
E01001188,45
E01001189,26
E01001190,41
E01001191,42
E01001192,46
E01001193,62
E01001194,16
E01001195,18
E01001196,59
E01001197,37
E01001198,26
E01001199,43
E01001200,23
E01001201,23
E01001202,65
E01001203,53
E01001204,27
E01001205,44
E01001206,24
E01001207,50
E01001208,14
E01001209,15
E01001210,66
E01001211,45
E01001212,26
E01001213,23
E01001214,18
E01001215,48
E01001216,29
E01001217,20
E01001218,63
E01001219,48
E01001220,62
E01001221,79
E01001222,70
E01001223,23
E01001224,11
E01001225,35
E01001226,37
E01001227,29
E01001228,43
E01001229,36
E01001230,21
E01001231,47
E01001232,51
E01001233,40
E01001234,38
E01001235,56
E01001236,35
E01001237,34
E01001238,80
E01001239,58
E01001240,26
E01001241,56
E01001242,37
E01001243,76
E01001244,68
E01001245,52
E01001246,36
E01001247,43
E01001248,38
E01001249,82
E01001250,55
E01001251,28
E01001252,59
E01001253,45
E01001254,39
E01001255,20
E01001257,89
E01001258,23
E01001259,19
E01001260,21
E01001261,51
E01001262,26
E01001263,59
E01001264,37
E01001265,24
E01001266,12
E01001267,37
E01001268,13
E01001269,48
E01001270,8
E01001271,32
E01001272,20
E01001273,20
E01001274,13
E01001275,37
E01001276,36
E01001277,29
E01001278,17
E01001279,12
E01001280,47
E01001281,9
E01001282,55
E01001283,36
E01001284,17
E01001285,35
E01001286,33
E01001287,35
E01001288,19
E01001289,14
E01001290,46
E01001291,13
E01001292,18
E01001293,13
E01001294,17
E01001295,8
E01001296,13
E01001297,16
E01001298,27
E01001299,19
E01001300,13
E01001301,55
E01001302,31
E01001303,23
E01001304,27
E01001305,15
E01001306,22
E01001307,15
E01001308,37
E01001309,15
E01001310,25
E01001311,70
E01001312,45
E01001313,23
E01001314,26
E01001315,37
E01001316,53
E01001317,50
E01001318,61
E01001319,21
E01001320,53
E01001321,23
E01001322,40
E01001323,30
E01001324,44
E01001325,45
E01001326,41
E01001327,29
E01001328,42
E01001329,30
E01001330,49
E01001331,46
E01001332,50
E01001333,66
E01001334,45
E01001335,32
E01001336,39
E01001337,77
E01001338,36
E01001339,86
E01001340,65
E01001341,43
E01001342,36
E01001343,13
E01001344,56
E01001345,11
E01001346,21
E01001347,34
E01001348,39
E01001349,52
E01001350,28
E01001351,53
E01001352,44
E01001353,42
E01001354,48
E01001355,49
E01001356,40
E01001357,96
E01001358,95
E01001359,30
E01001360,19
E01001361,25
E01001362,77
E01001363,28
E01001364,41
E01001365,20
E01001366,25
E01001367,73
E01001368,25
E01001369,25
E01001370,21
E01001371,46
E01001372,61
E01001373,63
E01001374,39
E01001375,16
E01001376,48
E01001377,15
E01001379,16
E01001380,63
E01001381,50
E01001382,17
E01001383,14
E01001384,25
E01001385,17
E01001386,31
E01001387,31
E01001388,70
E01001389,42
E01001390,14
E01001391,29
E01001392,8
E01001393,17
E01001394,34
E01001395,41
E01001396,20
E01001397,57
E01001398,12
E01001399,3
E01001400,31
E01001401,8
E01001402,35
E01001403,36
E01001404,9
E01001405,46
E01001406,29
E01001407,24
E01001408,17
E01001409,40
E01001410,60
E01001411,19
E01001412,28
E01001413,5
E01001414,36
E01001415,56
E01001416,7
E01001417,53
E01001418,41
E01001419,31
E01001420,50
E01001421,43
E01001422,43
E01001423,36
E01001424,49
E01001425,42
E01001426,25
E01001427,56
E01001428,25
E01001429,48
E01001430,31
E01001431,43
E01001432,27
E01001433,28
E01001434,14
E01001435,13
E01001436,14
E01001437,36
E01001438,35
E01001439,27
E01001440,18
E01001441,16
E01001442,22
E01001444,13
E01001445,67
E01001446,43
E01001447,51
E01001448,33
E01001449,27
E01001450,49
E01001451,36
E01001452,16
E01001453,29
E01001454,38
E01001455,45
E01001456,17
E01001457,61
E01001458,37
E01001459,11
E01001460,25
E01001461,30
E01001462,25
E01001463,11
E01001464,13
E01001465,10
E01001466,10
E01001467,11
E01001468,48
E01001469,46
E01001470,18
E01001471,44
E01001472,30
E01001473,17
E01001474,53
E01001475,11
E01001476,14
E01001477,30
E01001478,20
E01001479,27
E01001480,33
E01001481,16
E01001482,35
E01001483,18
E01001484,10
E01001485,31
E01001486,65
E01001487,27
E01001488,19
E01001489,17
E01001491,35
E01001492,13
E01001493,37
E01001494,12
E01001495,17
E01001496,33
E01001497,16
E01001498,23
E01001499,13
E01001500,20
E01001501,55
E01001502,44
E01001503,20
E01001504,15
E01001505,18
E01001506,56
E01001507,37
E01001508,56
E01001509,38
E01001510,76
E01001511,12
E01001512,51
E01001513,40
E01001514,20
E01001515,43
E01001516,22
E01001517,55
E01001518,26
E01001519,50
E01001520,36
E01001521,37
E01001522,63
E01001523,38
E01001524,31
E01001525,36
E01001526,24
E01001527,50
E01001528,55
E01001529,34
E01001530,56
E01001531,18
E01001532,13
E01001533,7
E01001534,23
E01001535,13
E01001536,44
E01001537,17
E01001538,6
E01001539,13
E01001540,34
E01001541,19
E01001542,42
E01001543,1
E01001544,9
E01001545,41
E01001546,22
E01001547,35
E01001548,33
E01001549,34
E01001550,38
E01001551,29
E01001552,23
E01001553,29
E01001554,51
E01001555,50
E01001556,23
E01001557,13
E01001558,36
E01001559,42
E01001560,27
E01001562,59
E01001563,26
E01001564,10
E01001565,42
E01001566,12
E01001567,16
E01001568,12
E01001569,27
E01001570,39
E01001571,19
E01001572,22
E01001573,16
E01001574,55
E01001575,45
E01001576,55
E01001577,48
E01001578,59
E01001579,45
E01001580,28
E01001581,38
E01001582,33
E01001583,20
E01001584,17
E01001585,26
E01001586,37
E01001587,45
E01001588,24
E01001589,39
E01001590,30
E01001591,68
E01001592,24
E01001593,20
E01001594,77
E01001595,67
E01001596,20
E01001597,26
E01001598,17
E01001599,26
E01001600,23
E01001601,15
E01001602,38
E01001603,51
E01001604,14
E01001605,2
E01001606,11
E01001607,28
E01001608,28
E01001609,45
E01001610,16
E01001611,16
E01001613,46
E01001614,7
E01001615,55
E01001617,19
E01001618,56
E01001619,51
E01001620,8
E01001621,58
E01001623,56
E01001624,15
E01001625,28
E01001629,65
E01001631,77
E01001632,22
E01001633,52
E01001634,66
E01001635,23
E01001636,23
E01001637,33
E01001638,64
E01001640,87
E01001641,37
E01001642,26
E01001644,57
E01001645,20
E01001646,77
E01001647,15
E01001648,28
E01001649,30
E01001650,16
E01001651,44
E01001652,18
E01001653,59
E01001654,39
E01001655,57
E01001656,30
E01001657,36
E01001658,36
E01001659,11
E01001660,40
E01001661,34
E01001662,85
E01001664,48
E01001665,57
E01001666,71
E01001667,89
E01001668,80
E01001669,57
E01001671,26
E01001672,18
E01001673,50
E01001674,9
E01001675,40
E01001676,39
E01001677,27
E01001678,8
E01001679,20
E01001680,17
E01001681,12
E01001682,33
E01001683,16
E01001684,34
E01001685,30
E01001686,33
E01001687,64
E01001688,72
E01001690,70
E01001692,62
E01001693,50
E01001694,50
E01001695,58
E01001696,94
E01001697,56
E01001698,51
E01001699,82
E01001700,48
E01001701,74
E01001702,42
E01001703,47
E01001704,21
E01001705,76
E01001706,52
E01001708,43
E01001709,57
E01001710,53
E01001711,73
E01001712,51
E01001713,34
E01001714,85
E01001715,46
E01001716,63
E01001717,91
E01001718,36
E01001719,88
E01001720,40
E01001722,49
E01001723,40
E01001724,57
E01001725,33
E01001726,40
E01001727,30
E01001728,49
E01001729,62
E01001730,81
E01001731,64
E01001732,57
E01001733,45
E01001734,56
E01001735,61
E01001736,39
E01001737,38
E01001738,53
E01001739,47
E01001740,57
E01001741,27
E01001742,51
E01001744,55
E01001745,64
E01001746,50
E01001747,72
E01001748,71
E01001749,30
E01001750,72
E01001751,26
E01001752,88
E01001753,66
E01001754,82
E01001755,68
E01001756,54
E01001757,47
E01001758,77
E01001759,49
E01001760,56
E01001761,65
E01001762,43
E01001763,61
E01001764,60
E01001765,73
E01001767,39
E01001768,56
E01001769,33
E01001770,42
E01001772,81
E01001773,79
E01001774,65
E01001775,49
E01001776,66
E01001777,72
E01001779,78
E01001780,62
E01001781,57
E01001782,79
E01001783,51
E01001784,57
E01001785,42
E01001786,78
E01001787,72
E01001788,64
E01001789,36
E01001790,63
E01001791,38
E01001792,46
E01001793,24
E01001794,39
E01001795,25
E01001796,34
E01001798,59
E01001799,51
E01001800,50
E01001801,60
E01001802,38
E01001803,43
E01001804,53
E01001805,43
E01001806,52
E01001807,32
E01001808,31
E01001809,50
E01001811,69
E01001812,34
E01001813,76
E01001814,51
E01001815,54
E01001816,34
E01001819,40
E01001820,36
E01001821,34
E01001822,35
E01001823,63
E01001824,58
E01001825,38
E01001826,60
E01001827,47
E01001828,56
E01001829,32
E01001830,62
E01001831,60
E01001832,33
E01001833,40
E01001834,28
E01001835,21
E01001836,44
E01001837,45
E01001838,50
E01001839,68
E01001840,69
E01001841,41
E01001842,55
E01001843,59
E01001844,30
E01001845,58
E01001846,60
E01001847,65
E01001848,62
E01001849,79
E01001850,58
E01001851,22
E01001852,35
E01001853,24
E01001854,36
E01001855,36
E01001856,34
E01001857,67
E01001858,54
E01001859,69
E01001860,43
E01001861,36
E01001862,53
E01001863,34
E01001864,35
E01001865,43
E01001866,41
E01001867,39
E01001868,60
E01001869,35
E01001870,40
E01001871,54
E01001872,27
E01001873,36
E01001874,73
E01001875,16
E01001876,77
E01001877,63
E01001878,20
E01001879,39
E01001880,57
E01001881,50
E01001882,34
E01001883,79
E01001884,54
E01001885,64
E01001886,54
E01001887,45
E01001888,26
E01001889,14
E01001890,37
E01001891,76
E01001892,38
E01001893,70
E01001894,61
E01001895,33
E01001896,56
E01001897,11
E01001898,69
E01001899,70
E01001900,25
E01001901,20
E01001902,31
E01001903,27
E01001904,34
E01001905,20
E01001906,29
E01001907,23
E01001908,39
E01001909,45
E01001910,35
E01001911,52
E01001912,58
E01001913,27
E01001914,30
E01001915,49
E01001916,39
E01001917,42
E01001918,23
E01001919,44
E01001920,45
E01001921,34
E01001922,22
E01001923,42
E01001924,25
E01001925,26
E01001926,17
E01001927,12
E01001928,41
E01001929,17
E01001930,67
E01001931,53
E01001932,49
E01001933,41
E01001934,71
E01001935,24
E01001937,25
E01001938,53
E01001939,91
E01001940,50
E01001941,53
E01001942,41
E01001943,72
E01001944,79
E01001945,36
E01001946,66
E01001947,44
E01001948,44
E01001949,22
E01001950,19
E01001951,35
E01001952,37
E01001953,44
E01001954,24
E01001955,58
E01001956,9
E01001957,48
E01001958,48
E01001959,50
E01001960,33
E01001961,48
E01001962,26
E01001963,17
E01001964,31
E01001965,22
E01001966,21
E01001967,10
E01001968,26
E01001969,46
E01001970,55
E01001971,54
E01001972,55
E01001973,59
E01001974,40
E01001975,36
E01001976,21
E01001977,24
E01001978,53
E01001979,57
E01001980,13
E01001981,13
E01001982,15
E01001983,18
E01001984,51
E01001985,22
E01001986,47
E01001987,36
E01001988,33
E01001989,53
E01001990,47
E01001991,32
E01001992,27
E01001993,15
E01001994,32
E01001995,74
E01001996,25
E01001997,35
E01001998,24
E01001999,31
E01002000,10
E01002001,16
E01002002,43
E01002003,70
E01002004,20
E01002005,23
E01002006,34
E01002007,30
E01002008,22
E01002009,28
E01002010,37
E01002011,51
E01002013,13
E01002014,36
E01002015,61
E01002016,35
E01002017,33
E01002018,27
E01002019,30
E01002020,32
E01002021,16
E01002022,57
E01002023,29
E01002024,51
E01002025,30
E01002026,40
E01002027,14
E01002028,9
E01002029,57
E01002030,56
E01002031,28
E01002032,22
E01002033,25
E01002034,78
E01002036,46
E01002037,49
E01002038,55
E01002039,54
E01002040,39
E01002041,45
E01002042,46
E01002043,24
E01002044,20
E01002045,59
E01002046,52
E01002047,20
